custid,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,Sample,lost
2T2SPC,15/10/2013,28/10/2013,28/10/2013,32,3.125,0,53.06,0,Y,N,N,Tuesday,RIC,Validation,N
QG9JZC,15/10/2013,15/10/2013,17/01/2014,37,10.81081081,10.81081081,31.49,0.053191489,Y,N,N,Friday,RIC,Estimation,N
VXHC74,15/10/2013,15/10/2013,15/10/2013,34,5.882352941,0,40.02,0,Y,Y,N,Thursday,DCX,Estimation,N
2V9E47,15/10/2013,15/10/2013,15/10/2013,37,5.405405405,0,40.02,0,Y,Y,N,Friday,RIC,Estimation,N
2PMDV7,15/10/2013,15/10/2013,20/11/2013,35,14.28571429,2.857142857,38.46,0.055555556,Y,Y,N,Thursday,CHO,Holdout,NA
Q8VRNK,15/10/2013,15/10/2013,15/10/2013,33,6.060606061,0,40.02,0,Y,Y,N,Friday,RIC,Estimation,N
XKJMEU,16/10/2013,16/10/2013,16/10/2013,25,84,8,50.85,0,Y,N,N,Tuesday,DCX,Estimation,N
5ZVKH5,13/10/2013,15/10/2013,15/10/2013,1,100,0,40.02,0,Y,N,N,Monday,RIC,Estimation,Y
3V4P2E,15/10/2013,15/10/2013,15/10/2013,5,40,NA,50.5,0,Y,N,N,Thursday,DCX,Estimation,Y
RBWF8L,15/10/2013,15/10/2013,15/10/2013,35,0,0,40.02,0,Y,N,N,Tuesday,CHO,Estimation,N
G7ZRZS,15/10/2013,15/10/2013,15/10/2013,33,0,0,40.02,0,Y,N,N,Wednesday,RIC,Holdout,NA
N2U9XG,15/10/2013,15/10/2013,21/12/2013,35,40,11.42857143,53.89,0.044776119,Y,N,Y,Tuesday,DCX,Validation,N
KRPRG3,12/10/2013,15/10/2013,15/10/2013,3,100,0,40,0,Y,N,N,Wednesday,DCX,Estimation,Y
Z62829,15/10/2013,15/10/2013,15/10/2013,33,3.03030303,0,40,0,Y,N,N,Thursday,DCX,Estimation,N
PBNW5R,15/10/2013,15/10/2013,28/10/2013,32,0,0,38.01,0.153846154,Y,N,N,Tuesday,CHO,Estimation,N
KC8KH7,15/10/2013,15/10/2013,15/10/2013,32,50,0,40.02,0,Y,NA,NA,Saturday,DCX,Estimation,N
GNKJ6R,15/10/2013,15/10/2013,22/10/2013,28,46.42857143,25,38.46,0.285714286,Y,N,N,Wednesday,CHO,Estimation,N
56EJYL,15/10/2013,18/11/2013,18/11/2013,44,0,NA,81.79,0,Y,N,N,Thursday,BWI,Estimation,N
V5G3BB,15/10/2013,15/10/2013,15/10/2013,29,17.24137931,6.896551724,40,0,Y,N,N,Monday,DCX,Holdout,NA
D2B942,15/10/2013,15/10/2013,15/10/2013,15,6.666666667,0,40.02,0,Y,Y,N,Monday,CHO,Estimation,N
C29NEJ,15/10/2013,15/10/2013,15/10/2013,31,16.12903226,6.451612903,40.02,0,Y,N,N,Wednesday,RIC,Validation,N
4NQ24K,16/10/2013,16/10/2013,16/10/2013,25,72,44,21.25,0,Y,N,N,Friday,DCX,Validation,N
6ACM89,16/10/2013,17/10/2013,17/10/2013,30,6.666666667,0,92.37,0,Y,N,N,Wednesday,RIC,Estimation,N
C3QKFQ,16/10/2013,26/10/2013,26/10/2013,24,100,20.83333333,88.84,0,Y,N,N,Friday,DCX,Estimation,N
QAFHUD,16/10/2013,16/10/2013,16/10/2013,33,15.15151515,6.060606061,50.89,0,Y,N,N,Tuesday,DCX,Estimation,N
VZY2Z7,16/10/2013,03/11/2013,12/11/2013,26,96.15384615,NA,48.77,0.222222222,Y,N,N,Friday,DCX,Validation,N
T2JHBY,16/10/2013,24/10/2013,07/11/2013,5,80,20,14.22,0.142857143,Y,N,N,Friday,DCX,Estimation,Y
BZPQBX,16/10/2013,31/12/2013,15/01/2014,43,32.55813953,9.302325581,23.75,0.133333333,Y,Y,Y,Thursday,BWI,Validation,N
MJUGEH,16/10/2013,16/10/2013,16/10/2013,35,17.14285714,NA,40,0,Y,N,N,Thursday,DCX,Holdout,NA
AKABDP,15/10/2013,16/10/2013,16/10/2013,32,21.875,0,79.45,0,Y,N,N,Thursday,BWI,Estimation,N
X6USBE,16/10/2013,16/10/2013,16/10/2013,31,19.35483871,0,40.02,0,Y,N,N,Friday,RIC,Validation,N
XFRBKV,16/10/2013,16/10/2013,16/01/2014,45,26.66666667,NA,76.07,0.141304348,Y,Y,N,Wednesday,RIC,Estimation,N
2MMDYA,21/10/2013,05/11/2013,05/11/2013,34,17.64705882,5.882352941,40,0,Y,N,N,Wednesday,DCX,Holdout,NA
V89BHH,29/09/2013,16/10/2013,27/10/2013,19,15.78947368,5.263157895,32.45,0.181818182,Y,N,N,Monday,RIC,Holdout,NA
STZVNW,15/10/2013,30/10/2013,30/10/2013,30,16.66666667,0,183.03,0,Y,N,N,Saturday,BWI,Estimation,N
EFY4XZ,16/10/2013,16/10/2013,17/01/2014,43,9.302325581,0,83.41,0.075268817,Y,N,Y,Tuesday,DCX,Holdout,NA
GQ6JSF,16/10/2013,16/10/2013,16/10/2013,6,83.33333333,0,40.02,0,N,N,N,Friday,RIC,Estimation,Y
J3F8LF,16/10/2013,16/10/2013,16/10/2013,15,46.66666667,0,40.02,0,Y,Y,N,Monday,CHO,Estimation,Y
KP9NX4,16/10/2013,16/10/2013,16/01/2014,46,58.69565217,NA,48.44,0.173913043,Y,Y,N,Friday,RIC,Estimation,N
8Z7MN3,16/10/2013,16/10/2013,16/10/2013,34,5.882352941,0,50.47,0,Y,N,N,Thursday,BWI,Validation,N
FWZ875,12/09/2013,16/10/2013,16/10/2013,6,50,16.66666667,40.02,0,Y,N,N,Friday,CHO,Holdout,NA
P9CC6N,16/10/2013,16/10/2013,16/10/2013,28,60.71428571,0,40.02,0,Y,Y,N,Monday,RIC,Holdout,NA
JQUX36,16/10/2013,16/10/2013,16/10/2013,18,16.66666667,5.555555556,40.02,0,Y,N,N,Thursday,RIC,Estimation,Y
8M3W4E,14/10/2013,16/10/2013,16/10/2013,30,3.333333333,0,40.02,0,Y,N,N,Thursday,DCX,Estimation,N
JZFV7K,13/12/2013,13/12/2013,13/12/2013,40,27.5,10,40,0,Y,Y,Y,Thursday,BWI,Validation,N
UKX3X8,16/10/2013,16/10/2013,16/10/2013,1,100,100,40.02,0,Y,Y,N,Monday,RIC,Estimation,Y
VW8GC4,16/10/2013,18/10/2013,18/10/2013,36,5.555555556,2.777777778,43.91,0,Y,Y,N,Monday,CHO,Holdout,NA
QP8FD9,16/10/2013,16/10/2013,16/10/2013,33,0,0,40.02,0,Y,N,N,Thursday,RIC,Validation,N
4ZMEJN,16/10/2013,16/10/2013,12/11/2013,33,39.39393939,0,80.47,0.148148148,Y,Y,N,Wednesday,CHO,Holdout,NA
X8G3X8,16/10/2013,04/11/2013,21/11/2013,37,24.32432432,NA,45.21,0.117647059,Y,N,N,Saturday,DCX,Validation,N
7BCP7W,16/10/2013,13/11/2013,13/11/2013,34,26.47058824,8.823529412,40.02,0,Y,N,N,Friday,RIC,Holdout,NA
QQ8NBA,16/10/2013,16/10/2013,16/10/2013,35,8.571428571,5.714285714,40,0,Y,N,N,Thursday,BWI,Estimation,N
3QYD3J,16/10/2013,16/10/2013,16/10/2013,27,77.77777778,25.92592593,40.02,0,Y,N,N,Thursday,DCX,Holdout,NA
6UF3ZN,16/10/2013,16/10/2013,28/11/2013,36,11.11111111,5.555555556,35.47,0.162790698,Y,N,N,Friday,DCX,Estimation,N
YSJDVS,16/10/2013,27/10/2013,27/10/2013,30,53.33333333,6.666666667,74.65,0,Y,N,N,Tuesday,BWI,Holdout,NA
V8P4N5,20/10/2013,20/10/2013,23/10/2013,32,18.75,9.375,44.29,0.666666667,Y,N,N,Tuesday,DCX,Estimation,N
S5UBWV,16/10/2013,18/10/2013,18/10/2013,35,2.857142857,2.857142857,40,0,Y,N,N,Tuesday,BWI,Validation,N
B9GWWN,08/10/2013,16/10/2013,16/10/2013,33,42.42424242,NA,40.25,0,Y,Y,N,Thursday,RIC,Estimation,N
3ZN6ZQ,16/10/2013,16/10/2013,12/11/2013,39,20.51282051,10.25641026,53.83,0.074074074,Y,N,N,Thursday,BWI,Estimation,N
26DKR6,16/09/2013,17/10/2013,17/10/2013,26,57.69230769,3.846153846,40.02,0,Y,N,N,Friday,RIC,Holdout,NA
L5WZ7H,16/10/2013,16/10/2013,16/10/2013,32,0,0,40.02,0,Y,Y,N,Thursday,RIC,Estimation,N
RQVFM8,16/10/2013,16/10/2013,16/10/2013,32,9.375,0,54.14,0,Y,N,N,Thursday,RIC,Estimation,N
TV6UR8,16/10/2013,17/10/2013,17/10/2013,31,6.451612903,3.225806452,40.02,0,Y,N,N,Friday,RIC,Estimation,N
7WNMV6,16/10/2013,17/11/2013,17/11/2013,45,8.888888889,4.444444444,53.18,0,Y,N,N,Tuesday,DCX,Holdout,NA
9JAAV8,16/10/2013,16/10/2013,16/10/2013,35,8.571428571,NA,40,0,Y,N,N,Saturday,DCX,Holdout,NA
MLWHDF,16/10/2013,22/10/2013,14/01/2014,28,82.14285714,3.571428571,31.82,0.154761905,Y,Y,N,Wednesday,CHO,Estimation,N
5GUAV5,16/10/2013,16/10/2013,16/10/2013,33,3.03030303,3.03030303,40.02,0,Y,N,N,Friday,RIC,Holdout,NA
5SA9NX,16/10/2013,17/10/2013,29/12/2013,24,100,4.166666667,56.36,0.109589041,Y,N,N,Monday,CHO,Estimation,N
SSLN9Q,16/10/2013,02/11/2013,02/11/2013,9,66.66666667,NA,70.5,0,Y,N,N,Tuesday,BWI,Estimation,N
N3PMGG,16/10/2013,18/10/2013,03/11/2013,20,25,10,57.93,0.125,Y,N,N,Monday,CHO,Validation,Y
FDBUMP,16/10/2013,03/11/2013,03/11/2013,36,16.66666667,8.333333333,81.05,0,Y,N,N,Wednesday,CHO,Holdout,NA
94CRYA,16/10/2013,21/10/2013,20/11/2013,34,23.52941176,5.882352941,49.61,0.133333333,Y,N,N,Wednesday,CHO,Estimation,N
NJE7PB,16/10/2013,27/10/2013,27/10/2013,24,70.83333333,4.166666667,64.1,0,Y,Y,N,Wednesday,CHO,Estimation,N
73ECLJ,16/10/2013,21/10/2013,06/01/2014,29,62.06896552,17.24137931,43.79,0.064935065,Y,Y,N,Wednesday,CHO,Holdout,NA
EXMXXS,28/08/2012,06/12/2012,04/11/2013,29,58.62068966,17.24137931,58.73,0.069069069,N,N,N,Wednesday,DCX,Estimation,N
T25RP6,16/10/2013,20/10/2013,05/01/2014,32,93.75,31.25,43.22,0.038961039,Y,N,N,Monday,CHO,Estimation,N
TR4VPD,16/10/2013,21/10/2013,01/12/2013,36,5.555555556,2.777777778,62.79,0.048780488,Y,N,N,Wednesday,CHO,Estimation,N
YAXKBN,16/10/2013,17/10/2013,29/12/2013,37,21.62162162,8.108108108,45.05,0.04109589,Y,Y,N,Monday,CHO,Estimation,N
7C97YM,16/10/2013,22/10/2013,29/10/2013,2,100,50,64.59,0.285714286,Y,N,N,Wednesday,CHO,Holdout,NA
X2TRX6,16/10/2013,18/10/2013,05/11/2013,30,20,3.333333333,47.4,0.166666667,Y,N,N,Monday,CHO,Validation,N
G3SF6A,16/10/2013,18/10/2013,12/11/2013,31,25.80645161,6.451612903,39.64,0.08,Y,N,N,Monday,CHO,Holdout,NA
H4X9FC,16/10/2013,16/10/2013,16/10/2013,35,11.42857143,2.857142857,60.26,0,Y,N,N,Tuesday,CHO,Validation,N
X9N2Q5,16/10/2013,12/11/2013,12/11/2013,38,5.263157895,2.631578947,23.54,0,Y,N,N,Wednesday,CHO,Holdout,NA
6GGW7A,16/10/2013,16/10/2013,16/10/2013,36,58.33333333,0,47.99,0,Y,N,N,Tuesday,DCX,Validation,N
6U3YZ3,16/10/2013,03/11/2013,11/11/2013,35,0,0,35.56,0.25,Y,N,N,Wednesday,CHO,Holdout,NA
3SZYDS,16/10/2013,16/10/2013,09/01/2014,43,34.88372093,9.302325581,44.63,0.058823529,Y,Y,N,Friday,RIC,Estimation,N
8322H4,16/10/2013,16/10/2013,11/12/2013,40,7.5,0,35.13,0.035714286,Y,N,N,Thursday,CHO,Estimation,N
CAU4DZ,16/10/2013,16/10/2013,16/10/2013,32,0,NA,91.91,0,Y,N,N,Thursday,DCX,Validation,N
KRD8G6,16/10/2013,16/10/2013,16/10/2013,41,4.87804878,0,40,0,Y,N,N,Thursday,DCX,Estimation,N
WRW4FU,16/10/2013,16/10/2013,16/10/2013,33,0,0,72.28,0,Y,N,N,Monday,RIC,Estimation,N
JSBTPF,16/10/2013,16/10/2013,05/12/2013,30,36.66666667,10,51.18,0.06,Y,N,N,Saturday,DCX,Holdout,NA
CKMJQG,16/10/2013,16/10/2013,16/10/2013,23,17.39130435,4.347826087,52.93,0,Y,N,N,Monday,DCX,Validation,Y
U8Y3AJ,16/10/2013,16/10/2013,16/10/2013,33,0,0,81.47,0,Y,N,N,Wednesday,DCX,Estimation,N
DU9727,14/10/2013,17/10/2013,30/12/2013,31,67.74193548,16.12903226,57.46,0.067567568,Y,Y,N,Tuesday,RIC,Estimation,N
U2L8PK,16/10/2013,17/10/2013,07/01/2014,53,13.20754717,11.32075472,64.91,0.182926829,Y,Y,N,Friday,RIC,Holdout,NA
7NZU9W,16/10/2013,16/10/2013,18/01/2014,31,83.87096774,NA,137.71,0.106382979,Y,N,N,Wednesday,RIC,Holdout,NA
W3VNSZ,16/10/2013,16/10/2013,16/10/2013,34,8.823529412,0,37.17,0,Y,N,N,Thursday,BWI,Estimation,N
LBSSJB,16/10/2013,16/10/2013,16/10/2013,34,5.882352941,2.941176471,40.02,0,Y,N,N,Thursday,RIC,Validation,N
HGCKC4,16/10/2013,16/10/2013,16/10/2013,0,0,0,40.02,0,Y,N,N,Thursday,RIC,Estimation,Y
HB72F8,16/10/2013,16/10/2013,16/10/2013,30,13.33333333,0,40.02,0,Y,N,N,Monday,RIC,Holdout,NA
PVE3WK,13/09/2013,16/10/2013,16/10/2013,42,9.523809524,0,40.02,0,Y,N,N,Thursday,CHO,Holdout,NA
LEARU7,16/10/2013,16/10/2013,16/10/2013,35,0,0,40.02,0,Y,NA,NA,Friday,CHO,Estimation,N
PQ9MHZ,16/10/2013,27/10/2013,27/10/2013,32,3.125,0,61.7,0,Y,N,N,Monday,CHO,Validation,N
RWCZBF,16/10/2013,21/10/2013,21/10/2013,33,0,0,108.04,0,Y,N,N,Tuesday,BWI,Validation,N
PXW82B,16/10/2013,16/10/2013,16/10/2013,33,9.090909091,3.03030303,52.45,0,Y,N,N,Tuesday,DCX,Holdout,NA
TAGDSC,16/10/2013,12/11/2013,12/11/2013,36,33.33333333,8.333333333,67.35,0,Y,N,N,Wednesday,CHO,Validation,N
HZBZG9,25/09/2013,16/10/2013,21/11/2013,35,8.571428571,0,39.08,0.055555556,Y,N,Y,Monday,DCX,Estimation,N
QX6EMU,16/10/2013,16/10/2013,23/10/2013,34,0,NA,38.46,0.285714286,Y,Y,N,Thursday,RIC,Estimation,N
YR3F5D,16/10/2013,16/10/2013,06/11/2013,41,12.19512195,12.19512195,38.01,0.095238095,Y,N,N,Thursday,RIC,Estimation,N
5HWXJB,16/10/2013,28/10/2013,12/11/2013,35,8.571428571,2.857142857,58.55,0.133333333,Y,N,N,Wednesday,DCX,Holdout,NA
3FNHQM,16/10/2013,15/12/2013,15/12/2013,38,71.05263158,15.78947368,49.55,0,Y,Y,Y,Monday,DCX,Estimation,N
ZJYQ8F,16/10/2013,16/10/2013,03/11/2013,39,12.82051282,5.128205128,40.42,0.166666667,Y,N,N,Friday,DCX,Holdout,NA
AJN698,16/10/2013,16/10/2013,16/10/2013,26,80.76923077,0,40.02,0,Y,N,N,Friday,RIC,Holdout,NA
GE3EQC,25/09/2013,16/10/2013,16/10/2013,1,100,0,164.26,0,Y,N,N,Tuesday,RIC,Validation,Y
HTSC4J,16/10/2013,16/10/2013,16/10/2013,29,27.5862069,13.79310345,40.02,0,Y,N,N,Thursday,RIC,Estimation,N
8FNMHM,16/10/2013,27/10/2013,18/01/2014,38,23.68421053,7.894736842,46.19,0.036144578,Y,N,N,Tuesday,BWI,Holdout,NA
NT5FU7,16/10/2013,16/10/2013,16/10/2013,34,8.823529412,2.941176471,78.9,0,Y,Y,N,Monday,RIC,Estimation,N
AES57S,10/10/2013,16/10/2013,28/10/2013,32,0,0,38.01,0.166666667,Y,N,N,Tuesday,RIC,Estimation,N
WJTEKR,16/10/2013,10/11/2013,10/11/2013,31,87.09677419,NA,45.9,0,Y,N,N,Monday,DCX,Estimation,N
4MEYF9,16/10/2013,20/11/2013,20/11/2013,41,31.70731707,2.43902439,1,0,Y,N,N,Wednesday,DCX,Estimation,N
TV9ZH7,05/10/2013,16/10/2013,16/10/2013,23,65.2173913,4.347826087,23.78,0,Y,N,N,Friday,DCX,Validation,N
FTUBUK,16/10/2013,16/10/2013,11/01/2014,41,41.46341463,4.87804878,130.77,0.103448276,Y,N,Y,Monday,DCX,Validation,N
NKKS37,03/10/2013,16/10/2013,16/10/2013,34,5.882352941,NA,68.55,0,Y,N,N,Saturday,DCX,Validation,N
J4S8QT,15/10/2013,02/11/2013,02/11/2013,10,100,30,50.36,0,Y,N,N,Tuesday,DCX,Validation,Y
5SG7BY,16/10/2013,16/10/2013,16/10/2013,33,0,NA,40.02,0,Y,N,N,Friday,RIC,Validation,N
RGBSWR,16/10/2013,16/10/2013,16/10/2013,5,100,60,40.02,0,Y,N,N,Friday,RIC,Validation,N
E5P9XU,22/09/2013,16/10/2013,16/10/2013,37,2.702702703,0,40.25,0,Y,N,N,Friday,RIC,Estimation,N
PB273K,16/10/2013,16/10/2013,16/10/2013,31,16.12903226,12.90322581,40,0,Y,N,N,Tuesday,DCX,Holdout,NA
7EENFP,16/10/2013,16/10/2013,16/10/2013,17,64.70588235,0,40.02,0,Y,Y,N,Friday,RIC,Estimation,Y
9NTUZL,16/10/2013,17/10/2013,17/10/2013,33,9.090909091,3.03030303,103.52,0,Y,N,N,Saturday,DCX,Holdout,NA
YRQY9W,16/10/2013,16/10/2013,16/10/2013,35,8.571428571,5.714285714,54.11,0,Y,N,N,Tuesday,DCX,Holdout,NA
2E7NPS,16/10/2013,16/10/2013,16/10/2013,41,0,0,40.02,0,Y,N,N,Friday,RIC,Validation,N
WLWS3A,16/10/2013,16/10/2013,16/10/2013,32,0,0,40.02,0,Y,N,N,Friday,RIC,Estimation,N
QQNERG,16/10/2013,16/10/2013,16/10/2013,32,0,0,46.18,0,Y,N,N,Friday,RIC,Validation,N
6YL6QX,16/10/2013,24/11/2013,26/12/2013,42,4.761904762,0,154.6,0.0625,Y,N,N,Friday,RIC,Holdout,NA
36EAXW,13/10/2013,01/11/2013,17/11/2013,36,13.88888889,2.777777778,74.62,0.125,Y,N,N,Wednesday,RIC,Holdout,NA
XGWADC,07/10/2013,17/10/2013,17/10/2013,33,3.03030303,3.03030303,63.39,0,Y,N,N,Friday,CHO,Estimation,N
ZBFVGE,19/09/2013,20/10/2013,20/10/2013,33,3.03030303,3.03030303,30.95,0,Y,N,N,Monday,RIC,Validation,N
2S863Q,16/10/2013,16/10/2013,16/10/2013,7,28.57142857,0,41,0,Y,N,N,Wednesday,RIC,Estimation,Y
N53NTJ,05/11/2013,05/11/2013,05/11/2013,8,12.5,12.5,40,0,Y,N,N,Monday,DCX,Validation,Y
DJNVWW,16/10/2013,16/10/2013,16/10/2013,18,16.66666667,0,40,0,Y,N,N,Friday,DCX,Validation,N
Q8EP8N,16/10/2013,16/10/2013,16/10/2013,5,60,0,40.02,0,Y,Y,N,Friday,RIC,Estimation,Y
3Y35SN,16/10/2013,16/10/2013,16/10/2013,30,43.33333333,10,40,0,Y,N,N,Monday,DCX,Validation,N
G4SGPZ,11/10/2013,22/12/2013,22/12/2013,44,38.63636364,6.818181818,49.58,0,Y,Y,N,Monday,RIC,Validation,N
ND9BQ7,10/10/2013,16/10/2013,16/10/2013,36,2.777777778,0,47.93,0,Y,N,Y,Thursday,DCX,Validation,N
TBBECW,16/10/2013,16/10/2013,16/10/2013,35,11.42857143,2.857142857,46.99,0,Y,N,N,Wednesday,DCX,Holdout,NA
WTMPKR,17/10/2013,17/10/2013,17/10/2013,18,16.66666667,0,48.95,0,Y,Y,N,Friday,RIC,Estimation,N
M2FU23,17/10/2013,17/10/2013,17/10/2013,36,5.555555556,0,40,0,Y,N,N,Monday,DCX,Validation,N
38V746,17/09/2013,17/10/2013,17/10/2013,29,20.68965517,10.34482759,40.02,0,Y,Y,N,Friday,RIC,Estimation,N
78QKEY,17/10/2013,17/10/2013,17/10/2013,33,0,0,40.02,0,Y,N,N,Monday,CHO,Estimation,N
ZR2TGS,17/10/2013,17/10/2013,17/10/2013,33,0,0,45.29,0,Y,N,N,Friday,RIC,Validation,N
24M9BK,17/10/2013,17/10/2013,17/10/2013,37,21.62162162,5.405405405,40,0,Y,N,Y,Saturday,BWI,Holdout,NA
3M57CP,05/09/2013,17/10/2013,14/01/2014,41,31.70731707,7.317073171,71.38,0.06741573,Y,N,N,Thursday,CHO,Estimation,N
VYLABC,17/10/2013,04/11/2013,04/11/2013,5,60,20,102.1,0,Y,N,N,Tuesday,RIC,Estimation,Y
MYU9QK,17/10/2013,17/10/2013,24/10/2013,36,2.777777778,2.777777778,37.41,0.428571429,Y,Y,Y,Friday,DCX,Holdout,NA
2CM7L3,17/10/2013,17/10/2013,17/10/2013,33,3.03030303,3.03030303,40.02,0,Y,N,N,Friday,RIC,Estimation,N
XETFQ6,17/10/2013,17/10/2013,17/10/2013,22,9.090909091,NA,40.02,0,Y,N,N,Friday,RIC,Estimation,N
UT5JTE,17/10/2013,17/10/2013,17/10/2013,6,33.33333333,33.33333333,38.01,0,Y,N,N,Friday,RIC,Holdout,NA
YJTHBY,17/10/2013,17/10/2013,17/10/2013,0,0,0,40.02,0,Y,N,N,Thursday,DCX,Validation,Y
J7VVAH,17/10/2013,17/10/2013,22/10/2013,34,0,0,31.92,0.6,Y,N,Y,Friday,RIC,Holdout,NA
PEKS2Y,17/10/2013,17/10/2013,17/10/2013,33,3.03030303,0,40.02,0,Y,N,N,Friday,RIC,Validation,N
XUT9KN,17/10/2013,17/10/2013,17/10/2013,24,70.83333333,4.166666667,40.02,0,Y,N,N,Monday,RIC,Estimation,N
2UA2NP,17/10/2013,17/10/2013,17/10/2013,1,100,0,40.02,0,Y,N,N,Friday,RIC,Estimation,Y
USHR3N,17/10/2013,17/10/2013,17/10/2013,33,6.060606061,0,40.02,0,Y,N,N,Friday,RIC,Estimation,N
XH2V8J,17/10/2013,17/10/2013,17/10/2013,31,3.225806452,3.225806452,40.02,0,Y,N,N,Wednesday,RIC,Estimation,N
R4XYN2,17/10/2013,18/10/2013,18/10/2013,37,48.64864865,13.51351351,40,0,Y,N,N,Monday,DCX,Estimation,N
KAKESX,17/10/2013,17/10/2013,17/10/2013,1,100,0,40.02,0,Y,N,N,Friday,CHO,Estimation,Y
TC6GSS,16/10/2013,17/10/2013,17/10/2013,33,0,0,40.02,0,Y,N,N,Friday,RIC,Estimation,N
RA8YUP,07/10/2013,17/10/2013,27/10/2013,33,6.060606061,0,38.46,0.2,Y,N,N,Monday,CHO,Validation,N
QP7WV8,17/10/2013,17/10/2013,17/10/2013,9,22.22222222,0,40.02,0,Y,N,N,Friday,RIC,Estimation,N
BYVJHF,21/10/2013,21/10/2013,21/10/2013,34,11.76470588,2.941176471,61.7,0,Y,N,N,Wednesday,RIC,Estimation,N
24K5Q5,17/10/2013,17/10/2013,17/10/2013,26,38.46153846,15.38461538,40.02,0,Y,N,N,Monday,RIC,Validation,N
PJXSHN,17/10/2013,17/10/2013,17/10/2013,36,5.555555556,0,40.25,0,Y,Y,N,Thursday,DCX,Estimation,N
QCDRJ2,17/10/2013,17/10/2013,09/01/2014,33,33.33333333,3.03030303,37.52,0.05952381,Y,Y,N,Friday,RIC,Validation,N
PKN457,17/10/2013,17/10/2013,17/10/2013,29,20.68965517,3.448275862,58.76,0,Y,N,N,Tuesday,CHO,Validation,N
ZYD47D,17/10/2013,17/10/2013,17/10/2013,0,0,0,40.02,0,Y,N,N,Friday,RIC,Holdout,NA
NMJ5D9,17/10/2013,18/10/2013,18/10/2013,33,3.03030303,NA,40.02,0,Y,Y,N,Thursday,RIC,Estimation,N
XKPHF2,17/10/2013,17/10/2013,01/11/2013,32,9.375,0,58.91,0.133333333,Y,N,N,Friday,RIC,Estimation,N
BUNGQC,17/10/2013,19/10/2013,19/10/2013,30,13.33333333,6.666666667,26.26,0,Y,N,N,Tuesday,DCX,Holdout,NA
5WLY4Z,17/10/2013,25/10/2013,25/10/2013,34,8.823529412,2.941176471,40,0,Y,N,N,Monday,DCX,Holdout,NA
XFARKA,17/10/2013,17/10/2013,19/01/2014,43,39.53488372,6.976744186,66.57,0.138297872,Y,N,N,Monday,DCX,Validation,N
ZJCF4T,17/10/2013,18/11/2013,18/11/2013,14,14.28571429,NA,29.92,0,Y,N,N,Thursday,DCX,Holdout,NA
UDFV9L,17/10/2013,20/10/2013,10/11/2013,24,70.83333333,4.166666667,61.17,0.095238095,Y,N,N,Monday,CHO,Estimation,N
F29YC3,17/10/2013,17/10/2013,29/12/2013,34,44.11764706,5.882352941,37.94,0.04109589,Y,Y,N,Monday,RIC,Estimation,N
2JY5YR,17/10/2013,17/10/2013,15/01/2014,35,22.85714286,5.714285714,61.21,0.033333333,Y,N,N,Saturday,BWI,Estimation,N
B8RSW9,17/10/2013,17/10/2013,17/10/2013,5,40,0,40,0,Y,N,N,Tuesday,DCX,Estimation,N
W4YV99,17/10/2013,19/10/2013,19/10/2013,32,9.375,NA,109.88,0,Y,N,N,Monday,DCX,Estimation,N
34KSUV,17/10/2013,17/10/2013,17/10/2013,37,86.48648649,NA,40.02,0,Y,N,N,Friday,RIC,Estimation,N
9JME8C,17/10/2013,17/10/2013,17/10/2013,32,3.125,3.125,119.32,0,Y,Y,N,Friday,RIC,Holdout,NA
ALKX5C,17/10/2013,22/10/2013,22/10/2013,32,12.5,6.25,60.59,0,Y,N,N,Wednesday,DCX,Holdout,NA
AHM2LH,17/10/2013,18/11/2013,18/11/2013,42,9.523809524,2.380952381,64.32,0,Y,N,N,Tuesday,DCX,Validation,N
U4J9UE,17/10/2013,19/11/2013,19/11/2013,42,19.04761905,4.761904762,37.61,0,Y,N,N,Thursday,DCX,Estimation,N
63Q57P,17/10/2013,17/10/2013,17/10/2013,31,6.451612903,0,51.04,0,Y,N,N,Tuesday,RIC,Validation,N
ZNMGRA,17/10/2013,17/10/2013,17/10/2013,13,84.61538462,7.692307692,40,0,Y,N,N,Wednesday,DCX,Holdout,NA
FE3UCS,17/10/2013,17/10/2013,17/10/2013,33,6.060606061,0,40.25,0,Y,N,N,Friday,RIC,Estimation,N
7NFB5T,17/10/2013,04/11/2013,07/01/2014,39,38.46153846,7.692307692,56.75,0.0625,Y,Y,Y,Wednesday,DCX,Holdout,NA
NAMY7X,17/10/2013,21/10/2013,03/12/2013,33,18.18181818,9.090909091,34.02,0.11627907,Y,N,N,Wednesday,RIC,Holdout,NA
4CSE4F,17/10/2013,17/10/2013,17/10/2013,31,6.451612903,0,40.02,0,Y,N,N,Monday,CHO,Estimation,N
JE73TZ,17/10/2013,17/10/2013,17/10/2013,36,5.555555556,2.777777778,40.25,0,Y,Y,N,Tuesday,RIC,Estimation,N
9JABSU,17/10/2013,18/10/2013,18/10/2013,24,95.83333333,4.166666667,40.02,0,Y,N,N,Friday,RIC,Estimation,N
UVDHFR,17/10/2013,17/10/2013,17/10/2013,27,44.44444444,3.703703704,36.03,0,Y,N,N,Wednesday,CHO,Validation,N
CRJ339,17/10/2013,17/10/2013,17/10/2013,32,3.125,0,40.02,0,Y,Y,N,Friday,RIC,Estimation,N
